video_name,keywords,img_path,objects,metadata_fn,region,tag
Juhan shuttai,"comics, bookstore, shop assistant, ask",MC-VCR_sample/jpn_23.jpg,"person, person, person, book, book, book, book, book, book, book",MC-VCR_sample/jpn_23.json,east-asia,"apron, book, bookcase, folder, bookshelf, bookstore, girl, person, library, student, school uniform, shelf, stack, stand, store, uniform, woman"
Juhan shuttai,"comics, office, horse race, lottery, money, colleagues",MC-VCR_sample/jpn_24.jpg,"person, person, person, tv, person, book, book, book, book, book, book, book",MC-VCR_sample/jpn_24.json,east-asia,"bulletin board, child, computer, table, pharmacy, person, man, office, office supply, student, room, stand, teacher, toy, job"
Ist_das_Leben_nicht_schoen,"child, parents, festival, christmas",MC-VCR_sample/west_0.jpg,"person, person, tie, person",MC-VCR_sample/west_0.json,west,"actor, christmas, christmas tree, cinema, direct, girl, man, woman"
Indiana Jones and the Last Crusade,"enemy, fight, peace, nazi",MC-VCR_sample/west_1.jpg,"person, person, person, person",MC-VCR_sample/west_1.json,west,"khaki, man, soldier, uniform, wear"
Indiana Jones and the Last Crusade,"religion, ritual, lifelong, cave, mage",MC-VCR_sample/west_2.jpg,"person, person, person, person, clock, wineglass, person, person, clock",MC-VCR_sample/west_2.json,west,"actor, catch, chalice, cinema, man, stand, trophy"
Pride & Prejudice,"dance, partner, party",MC-VCR_sample/west_3.jpg,"person, person, person, person, person, cow, person, cow, person, cow, person, person, person, person, person",MC-VCR_sample/west_3.json,west,"aisle, ballroom, ceiling, chandelier, choir, pillar, crowd, dress, gathering, hall, person, reception, room, stand"
Pride & Prejudice,"countryside, noble, old gentleman",MC-VCR_sample/west_4.jpg,"person, person, person, person, person, person, person, person, person, person",MC-VCR_sample/west_4.json,west,"actor, cinema, dark, doorway, dress, ghost, halloween, horror film, person, man, room, stand, torch, witch, woman, zombie"
Pride & Prejudice,"criticize, status, despise",MC-VCR_sample/west_5.jpg,"person, person, couch",MC-VCR_sample/west_5.json,west,"armchair, cinema, couch, person, man, room, stand, woman"
"Crazy, Stupid, Love","bar, wineglass, chat",MC-VCR_sample/west_6.jpg,"person, person, wineglass, cup, person, cup, person, person, tie, person, person, dining table, person, cup, person, person",MC-VCR_sample/west_6.json,west,"alcohol, beer, beverage, business suit, conversation, table, dinning table, drink, gathering, wine, person, man, sit, wine glass"
Pretty Baby,"noble, waiter, measure waist, dress",MC-VCR_sample/west_7.jpg,"person, person, person, person, person, tie, person",MC-VCR_sample/west_7.json,west,"actor, cinema, dress, food, girl, person, man, sing, stand, woman"
Pretty Baby,"noble, coachman, driver, servant",MC-VCR_sample/west_8.jpg,"person, person, person, person, person, person, umbrella, person, handbag, bicycle, suitcase, suitcase",MC-VCR_sample/west_8.json,west,"coach, carry, cart, draw, dress, horse, horse cart, person, load, man, pavement, pull, road, stand, sun hat, wagon, walk, woman"
Pretty Baby,"wedding, witness, bride, groom, family, flower",MC-VCR_sample/west_9.jpg,"person, person, person, person, person, person, tie, person, person, chair, person, person",MC-VCR_sample/west_9.json,west,"actor, wedding dress, bride, groom, cinema, person, man, stand, wedding, woman"
Pretty Baby,"priest, witness, wedding, bride, groom, family, church, vow",MC-VCR_sample/west_10.jpg,"person, person, person, person, person, person, person, person, tie, person, person, car, person, person, person, motorcycle, bench, person, person",MC-VCR_sample/west_10.json,west,"aisle, bride, groom, chapel, church, couple, person, man, church bench, stand, veil, wedding, wedding party, woman"
Daddy's home,"yard, house, motorbike, garage",MC-VCR_sample/west_11.jpg,"person, person, motorcycle, person, person, potted plant, person, handbag, chair, potted plant",MC-VCR_sample/west_11.json,west,"pillar, family, home, house, house exterior, person, man, motorbike, motorcycle, park, porch, stand, walk"
Daddy's home,"story, basketball, fan, bedroom, sleep",MC-VCR_sample/west_12.jpg,"person, person, person, bed, person, person, bed, book",MC-VCR_sample/west_12.json,west,"bed, bedroom, person, man, play, remote, room, toy, video game, Wii, woman"
Daddy's home,"breakfast, juice, dinning, children, father",MC-VCR_sample/west_13.jpg,"person, person, chair, chair, cup, chair, cup, cup, cup, cup, person, tie, dining table, person, chair, chair, person",MC-VCR_sample/west_13.json,west,"child, conversation, table, dinning table, drink, girl, juice, kitchen table, man, orange juice, sit, tie"
Daddy's home,"birthday, party, chat",MC-VCR_sample/west_14.jpg,"person, person, tie, person, person, person, person",MC-VCR_sample/west_14.json,west,"business suit, conversation, dress, person, man, stand, suit, talk, tie, wear, woman"
Daddy's home,"basketball, mascot, challenge, audience, host",MC-VCR_sample/west_15.jpg,"person, person, person, person, person, person",MC-VCR_sample/west_15.json,west,"arena, basketball, basketball coach, basketball court, basketball game, basketball player, basketball team, catch, court, game, interview, man, referee, sports ball, stand, talk"
Employee of the Month,"shop assistant, supermarket",MC-VCR_sample/west_16.jpg,"person, person, person, person",MC-VCR_sample/west_16.json,west,"arm, conversation, person, man, market, retail, stand, store, talk, warehouse, woman"
The Secret Garden,"maid, servant, care, help, comfort",MC-VCR_sample/west_18.jpg,"person, person, person, person",MC-VCR_sample/west_18.json,west,"act, actor, boy, cinema, direct, dress, floor, girl, person, man, play, scene, woman"
The Object of My Affection,"christmas, festival, dance, couple, celebrate",MC-VCR_sample/west_19.jpg,"person, person, person, person, person, person, person, person, person, person, person, person, person",MC-VCR_sample/west_19.json,west,"choir, christmas, christmas hat, dance, dress, vacation, person, man, sing, wear, woman"
The Long Rider,"casino, gamble, coin, cowboy",MC-VCR_sample/west_20.jpg,"person, person, person, person, person, person, dining table, person, cup, tie, wineglass, person, cup, cell phone",MC-VCR_sample/west_20.json,west,"board game, card, card game, casino, cowboy hat, table, fedora, game, person, man, play, playing card, poker, sun hat"
The Long Rider,"smoke, gun, cowboy, horse",MC-VCR_sample/west_21.jpg,"person, person, cup, handbag",MC-VCR_sample/west_21.json,west,"actor, catch, cigar, cigarette, cinema, cowboy, cowboy hat, direct, gun, handgun, man, pipe, rifle, shotgun, sun hat, weapon"
The Long Rider,"texas, western, battle, knife, party, fight, cowboy",MC-VCR_sample/west_22.jpg,"person, person, person, person, person, person, person, person, person, person, person, handbag, person, person",MC-VCR_sample/west_22.json,west,"actor, beard, catch, cinema, cowboy hat, crowd, direct, hand, flag, gun, person, man, pirate, stand, sword"
The North Country,"ice hockey, audience, player, stadium, game",MC-VCR_sample/west_23.jpg,"person, person, person, person, person, person, person, person, person, person, tie, person, toothbrush, person, person, refrigerator",MC-VCR_sample/west_23.json,west,"arena, cheer, crowd, crowded, hockey, hockey game, hockey player, person, ice, ice hockey player, ice hockey team, rink, skate, ice hockey, stand, woman"
The North Country,"food, fast food, food store, chat",MC-VCR_sample/west_24.jpg,"person, person, cup, remote, remote, tv, handbag",MC-VCR_sample/west_24.json,west,"beverage, bulletin board, catch, coffee, coffee cup, cup, paper cup, girl, man, stand, woman"
Inglourious Basterds Official Trailer,"general, troop, soldier, instruction, shout, response",MC-VCR_sample/west_25.jpg,"person, person",MC-VCR_sample/west_25.json,west,"appear, army, beret, camouflage, conversation, face, man, mouth, open, soldier, stand, stare, uniform, wear"
Rat Race,"military, war, museum, evil, nazi, guide",MC-VCR_sample/west_26.jpg,"person, person, person, person, person, person, person, person, person, person, tie, person, person, person, bicycle",MC-VCR_sample/west_26.json,west,"artifact, pillar, display, person, man, museum, poster, showcase, soldier, stand, uniform"
Rat Race,"veteran, elders, festival, audience, soldier, war",MC-VCR_sample/west_27.jpg,"person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person",MC-VCR_sample/west_27.json,west,"building, crowd, crowded, event, collect, gathering, person, man, stand, walk"
The Dangerous Lives of Altar Boys,"school, student, teacher, zoo, travel",MC-VCR_sample/west_28.jpg,"person, person, tie, person, person, person, person, tie, person, person, person, person, person, tie, person, tie, keyboard, person, person, person",MC-VCR_sample/west_28.json,west,"boy, child, cowboy hat, girl, person, nun, student, school uniform, stand, sun hat, tie, uniform, wear"
The Dangerous Lives of Altar Boys,"teacher, student, religion, nun",MC-VCR_sample/west_29.jpg,"person, person, person, person, tie, person, person, person, tie",MC-VCR_sample/west_29.json,west,"choir, dress, garment, girl, person, man, nun, preacher, robe, stand, stare, tie, wear, woman"
Half Baked,"fast food, restaurant, take out, pizza, customer",MC-VCR_sample/west_30.jpg,"person, person, person, person, person, clock, person, chair, person, clock",MC-VCR_sample/west_30.json,west,"bag, box, bulletin board, cardboard, cardboard box, carry, catch, food, food court, food stand, person, man, package, paper bag, shopping bag, mall, stall, stand, store, storefront, walk, woman"
Bad Lieutenant,"smuggling, drug, trade, examine",MC-VCR_sample/west_31.jpg,"person, person, tie",MC-VCR_sample/west_31.json,west,"balustrade, business suit, cocktail dress, dark, doorway, elevator, man, rail, stair, stairwell, stand, stool, suit, tie, walk"
Bad Lieutenant,"pray, bless, forgive, god, church, nun, tragedy, decadent",MC-VCR_sample/west_32.jpg,"person, person, person",MC-VCR_sample/west_32.json,west,"actor, business suit, cinema, direct, dress, person, man, nun, robe, scene, stand, woman"
The Greatest Story Ever Told,"born, baby, mary, jesus, religion, family, mother, care",MC-VCR_sample/west_33.jpg,"person, person, person, person, chair",MC-VCR_sample/west_33.json,west,"birth, builder, dark, person, man, manger, nativity scene, nun, robe, scene, stable, stand, woman"
World's Greatest Dad,"school, locker, beautiful, uniform, student",MC-VCR_sample/west_34.jpg,"person, person, person, person, person, person, person, handbag, backpack, person",MC-VCR_sample/west_34.json,west,"pillar, conversation, corridor, dressing room, girl, hall, person, jacket, hallway, locker, student, red, school, stand, sweatshirt, walk, woman"
Basquiat,"streetball, basketball, one on one, court, match",MC-VCR_sample/west_35.jpg,"person, person, car, car",MC-VCR_sample/west_35.json,west,"ball, basketball, basketball court, boy, catch, court, pigtail, hand, man, play, sports ball"
The Assassination Bureau,"passenger, waiter, wineglass, sale, train",MC-VCR_sample/west_36.jpg,"tie, person, person, wineglass, vase, person, dining table",MC-VCR_sample/west_36.json,west,"alcohol, bottle, cocktail dress, liquor, table, dinning table, drink, wine, person, man, pour, sit, stand, waiter, wine bottle, wine glass, woman"
The Assassination Bureau,"noble, coachman, carriage, passenger",MC-VCR_sample/west_37.jpg,"person, person, person, person, person, bicycle, chair",MC-VCR_sample/west_37.json,west,"coach, cart, draw, horse, horse cart, person, man, pull, ride, sun hat, wagon, woman"
The Assassination Bureau,"party, religion, christan",MC-VCR_sample/west_38.jpg,"person, person, person, person, person, person, person, person",MC-VCR_sample/west_38.json,west,"actor, black, cocktail dress, dress, evening dress, garment, person, man, nun, preacher, robe, stand, wear, woman"
Muriel's Wedding,"wedding, priest, bride, groom, parents, witness, vow, dress",MC-VCR_sample/west_39.jpg,"person, person, person, person, tie, person, person, person, person, person, tie, person, tie, tie, person, person, person, person, person, person",MC-VCR_sample/west_39.json,west,"actor, aisle, wedding dress, bride, groom, church, cocktail dress, couple, dress, garment, person, man, newlywed, stand, veil, walk, wedding, woman"
Muriel's Wedding,"wedding, dress, shock, fitting",MC-VCR_sample/west_40.jpg,"person, person, person, person, person",MC-VCR_sample/west_40.json,west,"wedding dress, bride, clothing store, dress, garment, girl, tiara, wear, white, woman"
Billy Elliot,"dance, ballet, strange, girl, boy, practice",MC-VCR_sample/west_41.jpg,"person, person, person, person, person, person, person, person, person, person, person, person, person",MC-VCR_sample/west_41.json,west,"ballerina, ballet, ballet dancer, ballet skirt, dance, dancer, dress, girl, gym, leotard, perform, tight, white"
Fifty Shades Freed extended,"wedding, witness, bride, groom, smile, dress",MC-VCR_sample/west_42.jpg,"person, person, person, tie",MC-VCR_sample/west_42.json,west,"wedding dress, bride, groom, cocktail dress, confetti, couple, dress, man, stand, stare, veil, wear, wedding, woman"
Tupac: Resurrection,"music, rap, party",MC-VCR_sample/west_43.jpg,"person, person, person, person",MC-VCR_sample/west_43.json,west,"band, concert, guitarist, person, instrument, man, music, perform, play, rock band, sing, stage, stool, woman"
Eagle vs Shark,"fast food, hamburger, fried chicken, cashier, drinks",MC-VCR_sample/west_44.jpg,"person, person, car, book",MC-VCR_sample/west_44.json,west,"baseball hat, bulletin board, buy, check, customer, food, food court, person, man, order, pay, register, shirt, stand, store, woman, job, worker, yellow"
Cheaper by the Dozen,"kitchen, house, breakfast, pajamas",MC-VCR_sample/west_45.jpg,"person, person, person, bottle, bottle, cup, cup, bottle, dining table, bottle, bowl",MC-VCR_sample/west_45.json,west,"birthday, bureau, condiment, table, food, person, kitchen, man, parrot, stand, woman"
Drillbit Taylor,"sunshine, sunny, yard, house, sunbathing",MC-VCR_sample/west_46.jpg,"potted plant, person, person, bottle, potted plant, chair, potted plant, potted plant, potted plant, surfboard, potted plant, bottle, potted plant, potted plant, pizza",MC-VCR_sample/west_46.json,west,"backyard, swimwear, beach towel, bikini, bikini top, blanket, girl, home, house exterior, lay, pool, porch, relax, sunbathe, swimming pool, towel, woman, yard"
Drillbit Taylor,"rap, music, atmosphere, crowd, happy",MC-VCR_sample/west_47.jpg,"person, person, person, person, person, person",MC-VCR_sample/west_47.json,west,"conversation, person, laugh, locker, man, stand, woman, yellow"
American Gangster,"cathedral, pray, priest, religion",MC-VCR_sample/west_48.jpg,"person, tie, person, person, person, handbag, person",MC-VCR_sample/west_48.json,west,"business suit, cinema, dark, man, stand, suit, tie, walk, wear"
The White King,"funeral, sad, unbelievable, kneel, coffin, death, dead, remember",MC-VCR_sample/west_49.jpg,"person, person, person, person, chair, potted plant, chair",MC-VCR_sample/west_49.json,west,"blue, pillar, person, instrument, man, microphone, shirt, sing, stand, stool, woman"
Curse of the Pink Panther,"hotel, waiter, book, key, reception",MC-VCR_sample/west_50.jpg,"person, person, person, tie, person, person, person, person, person, remote, person, person, person, tie",MC-VCR_sample/west_50.json,west,"bow tie, business suit, cinema, conversation, detective, person, man, pen, shake, signature, stand, woman"
Big,"buffet, party, gorge, eat",MC-VCR_sample/west_51.jpg,"person, person, bowl, person, person, vase, person, tie, person, potted plant, person, bowl, person, person, dining table",MC-VCR_sample/west_51.json,west,"bow tie, buffet, cocktail dress, couple, table, dinning table, plate, food, garment, person, man, party, platter, reception, stand, waiter, woman"
The Wings of the Dove,"make up, maid, servant, mother, master",MC-VCR_sample/west_52.jpg,"person, person, bowl, person, bottle, couch, chair, tv",MC-VCR_sample/west_52.json,west,"cosmetic, dress, girl, pose, room, stand, stare, woman"
The Wings of the Dove,"cue, europe, party, lover, wait",MC-VCR_sample/west_53.jpg,"person, person, chair, vase, person, potted plant",MC-VCR_sample/west_53.json,west,"billard, billiard table, cocktail dress, dress, fireplace, game, person, man, play, pool, room, stand, woman"
The Wings of the Dove,"boat, transport, italy, boatman, passenger",MC-VCR_sample/west_54.jpg,"person, person, boat, backpack",MC-VCR_sample/west_54.json,west,"boat, building, cable car, canal, flood, person, man, stand, water, waterway"
The Wings of the Dove,"party, mask, dance, grill, celebration, festival",MC-VCR_sample/west_55.jpg,"person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person",MC-VCR_sample/west_55.json,west,"bonfire, crowd, crowded, festival, collect, gathering, person, light, night, sparkler, stand, torch"
Think Like a Man Too,"wedding, bride, groom, witness, family, best man",MC-VCR_sample/west_56.jpg,"person, person, person, person, person, person, person, person, person, person, person, person, person, person, potted plant, person, person, person",MC-VCR_sample/west_56.json,west,"building, casino, ceremony, pillar, footstall, gazebo, hotel, person, man, night, night view, sculpture, stand, statue, wedding party"
Think Like a Man Too,"nightclub, dance, performance, enjoy, party, beer, midnight",MC-VCR_sample/west_57.jpg,"person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, handbag, person, person, person, person, person, wineglass, person, person, person, person, person",MC-VCR_sample/west_57.json,west,"club, concert, crowd, crowded, dance, dance floor, disco, dress, person, nightclub, party, stand, woman"
I Am the Blues,"guitar, music, old, chat, band, blues",MC-VCR_sample/west_58.jpg,"person, person, person, chair, chair, person, chair, remote, chair, keyboard, chair",MC-VCR_sample/west_58.json,west,"chair, cowboy hat, guitar, instrument, man, music, musician, play, sit, stool, sun hat"
A Few Good Men,"general, court, jury, defense",MC-VCR_sample/west_59.jpg,"person, person, person, tie, person, chair, person, person, person, person, person, person, dining table, person, person, person, chair, person, person, person, chair, person, chair, person, person, person, person",MC-VCR_sample/west_59.json,west,"army, briefcase, catch, pillar, gun, hall, man, officer, church bench, stand, stool, uniform, wear"
Piranha,"party, yacht, celebrate, young, dance, sea",MC-VCR_sample/west_60.jpg,"boat, person, person, person, person, person, person, person, boat, person, person, person, boat, person, dog, person, person, boat, person, person, boat, person, person, person, person, person, boat, umbrella, person, person, boat",MC-VCR_sample/west_60.json,west,"swimwear, boat, crowd, crowded, dock, fill, harbor, person, sea, stand, vessel, water, water park"
Coming to America,"rob, fast food, restaurant, waiter, calm",MC-VCR_sample/west_62.jpg,"person, person, car, person, car, car, tie, car, backpack",MC-VCR_sample/west_62.json,west,"catch, gun, handgun, kilt, man, plaid, red, rifle, shotgun, stand, weapon, wear"
Coming to America,"lottery, number, money",MC-VCR_sample/west_63.jpg,"person, person, tie, person, book, remote",MC-VCR_sample/west_63.json,west,"trench coat, bulletin board, check, person, man, register, stand, woman"
Fat Man and Little Boy,"kitchen, general, oven",MC-VCR_sample/west_64.jpg,"person, person, bottle, oven, cup, remote",MC-VCR_sample/west_64.json,west,"cook, food, person, kitchen, man, officer, oven, stand, stove, uniform, woman"
Glory,"presentation, europe, child, parents, host",MC-VCR_sample/west_65.jpg,"person, person, person, person, person, person, person, person, person, person, person, tie, person, person",MC-VCR_sample/west_65.json,west,"pillar, crowd, dress, flag, person, speech, man, microphone, podium, room, sing, speaker, spectator, stand, woman"
Glory,"ice, cafe, book, chat, cold water",MC-VCR_sample/west_66.jpg,"person, book, book, book, cup, book, book, cup, person, book, book, book, book, book, book, book, book, book, book, book, book, book, book, book, book",MC-VCR_sample/west_66.json,west,"alcohol, beverage, bookshelf, table, dinning table, drink, food, person, liquid, man, pen, polo shirt, tablecloth, woman"
Beverly Hills Cop 2,"target, shoot, practice, bar, waiter",MC-VCR_sample/west_67.jpg,"person, person, person, person, person, person",MC-VCR_sample/west_67.json,west,"alcohol, bartender, business suit, catch, earphone, person, instrument, man, photo, selfie, sing, stand, take, woman"
Interrogation,"dance, pub, beer, gang",MC-VCR_sample/west_68.jpg,"person, person, person, person, person, chair, chair, cup, person, chair, chair, bench, person, person, person, person, person, chair, dining table, dining table",MC-VCR_sample/west_68.json,west,"beer, club, crowded, dark, table, person, man, room, sit, stool"
Mac and Me,"fast food, mascot, children, happy, restaurant",MC-VCR_sample/west_69.jpg,"person, person, person, person, person, person",MC-VCR_sample/west_69.json,west,"child, joker, dress, face, girl, pose, wig"
We're No Angels,"cathedral, dining party, priest, religion",MC-VCR_sample/west_70.jpg,"person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, dining table, person, person, person, dining table, handbag",MC-VCR_sample/west_70.json,west,"bishop, cardinal, conversation, table, dinning table, food, person, leader, man, nun, pope, preacher, religious, robe"
Grand Theft Parsons,"mourn, coffin, respect, beer, friendship, sad, dead, death",MC-VCR_sample/west_71.jpg,"person, person, suitcase",MC-VCR_sample/west_71.json,west,"car, cinema, dark, denim jacket, person, man, night, stand, zombie"
Mr. Holmes,"mourn, sad, hat, dead, death, cemetery",MC-VCR_sample/west_72.jpg,"person, person, tie, tie",MC-VCR_sample/west_72.json,west,"business suit, coat, cocktail dress, dress, dress hat, garment, grave, hat, magician, man, overcoat, peak, stand, suit, tie, walk, wear, wood"
Rocky II,"injury, boxing, judge, champion, interview, sports",MC-VCR_sample/west_73.jpg,"person, person, person, tie, person, person, person, bottle, person, tie, person",MC-VCR_sample/west_73.json,west,"belt, blood, boxer, business suit, catch, champion, cocktail dress, cosmetic, face, man, microphone, muscle, ring, shirtless, stand, wrestle, wrestler"
Lost and Delirious,"student, picnic, meal, party, happy, travel",MC-VCR_sample/west_74.jpg,"person, person, person, cup, bowl, dining table, wineglass, cup, tie, wineglass, person",MC-VCR_sample/west_74.json,west,"alcohol, bartender, beverage, bottle, business suit, champagne, table, dinning table, dress, drink, food, girl, person, kilt, man, pour, school uniform, stand, tray, waiter, wine glass, woman"
The Bay,"crab, contest, uniform, speed, seaside, wolf",MC-VCR_sample/west_75.jpg,"person, person, person, person, cup, person, person, bottle, person, person",MC-VCR_sample/west_75.json,west,"cheer, cheerlead, table, food, person, man, picnic table, shirt, sit, stall, yellow"
Searching for Bobby Fischer,"chess, park, match, audience, clock",MC-VCR_sample/west_76.jpg,"person, person, person, person, person, person, person, person, person, person, person",MC-VCR_sample/west_76.json,west,"chess, conversation, table, person, man, officer, outdoor, play, sit, stand"
Picture Perfect,"wedding, bride, groom, best man, family, cathedral, priest",MC-VCR_sample/west_77.jpg,"person, person, person, person, person, person, person, person, person, person, person, person, potted plant, person, potted plant, person, vase, person, person, person, person, potted plant, person",MC-VCR_sample/west_77.json,west,"aisle, altar, bride, ceremony, chapel, church, person, church bench, stand, walk, wedding, woman"
Pretty Baby,"peddler, clothes, sell, customer",MC-VCR_sample/west_78.jpg,"person, person, person, bench, bottle",MC-VCR_sample/west_78.json,west,"baby carriage, cart, doll, dolly, dress, person, load, palm tree, pull, push, stand, wagon, woman"
Daddy's Home,"backyard, yard, skateboard, party, leisure, children",MC-VCR_sample/west_79.jpg,"person, person, person, person, skateboard, person, person, person, person, person, person, person, person, person, person, bench, umbrella",MC-VCR_sample/west_79.json,west,"amusement park, child, girl, person, skate, park, play, ramp, ride, skate park, skateboard, skateboarder, trick"
Daddy's Home,"christmas, festival, santa claus, gift, excited",MC-VCR_sample/west_80.jpg,"person, person, person, couch",MC-VCR_sample/west_80.json,west,"child, christmas, dress, girl, vacation, person, man, santa claus, sleepwear, stand"
Daddy's Home,"guest, host, wineglass, welcome, party, gift",MC-VCR_sample/west_81.jpg,"person, person, bottle, person, person",MC-VCR_sample/west_81.json,west,"alcohol, bottle, catch, conversation, doorway, hand, wine, person, laugh, man, shake, stand, wine bottle, woman"
Joe Dirt,"restaurant, ice cream, hotdog, coke, family",MC-VCR_sample/west_82.jpg,"person, handbag, person, person, person, dining table, person, person, dining table, person",MC-VCR_sample/west_82.json,west,"bag, cart, food, ice cream cone, load, man, push, red, sack, sit, wagon"
What to Expect When You're Expecting,"truck, food, wait, cook",MC-VCR_sample/west_83.jpg,"person, person, person, person, person, person, person, backpack, backpack, person, person, person, backpack, backpack, person, car, handbag, backpack",MC-VCR_sample/west_83.json,west,"crowd, crowded, food, food truck, person, line, night, pink, queue, stand"
What to Expect When You're Expecting,"tv show, judge, dance, performance, dream",MC-VCR_sample/west_84.jpg,"person, person, person, person, person, tie, train",MC-VCR_sample/west_84.json,west,"actor, appear, couple, dance, dance floor, dancer, dress, host, judge, man, partner, receive, star, woman"
Midgets Vs. Mascots,"card, stadium, stock, bull",MC-VCR_sample/west_85.jpg,"chair, person, chair, person, person, cup, dining table, dining table",MC-VCR_sample/west_85.json,west,"arena, board game, bull, chair, chess, child, cowboy, cowboy hat, table, fair, person, man, play, rodeo, rodeo arena, sit, sun hat"
Midgets Vs. Mascots,"stock, rider, cowboy, bull",MC-VCR_sample/west_86.jpg,"person, person, person, person, person, person, person, person, bench, person, person, person, bench, person, person, person, person, person, person, person, person, person, person",MC-VCR_sample/west_86.json,west,"arena, bull, cowboy, cowboy hat, crowd, person, man, pen, rodeo, stand, sun hat"
Meatballs,"contest, judge, sausage, fat, wolf, speed",MC-VCR_sample/west_87.jpg,"person, person, person, person, dining table, bowl, bowl, person",MC-VCR_sample/west_87.json,west,"table, food, person, man, picnic, picnic table, stand"
Meatballs,"student, school bus, school, run away",MC-VCR_sample/west_88.jpg,"person, person, person, chair, person, person",MC-VCR_sample/west_88.json,west,"bus, bus driver, person, man, out, school bus, woman, yellow"
Heaven Can Wait,"race, racing car, repair, equipment",MC-VCR_sample/west_89.jpg,"person, person, person, person, tie, person, person, motorcycle, motorcycle, person, chair",MC-VCR_sample/west_89.json,west,"car, person, jumpsuit, man, mechanic, push, race, race car, red, stand, tire"
Half Baked,"fast food, coke, birthday, thumb up, waitress, customer",MC-VCR_sample/west_90.jpg,"person, person, person, person, person, person, cup, bottle, cup, book",MC-VCR_sample/west_90.json,west,"beverage, can, table, drink, hand, food, give, person, man, soda, tray, woman"
I Now Pronounce You Chuck & Larry,"wedding, groom, service, store, decoration",MC-VCR_sample/west_92.jpg,"person, person, person, cake, cup, potted plant, potted plant, laptop",MC-VCR_sample/west_92.json,west,"birthday, cake, conversation, table, person, man, wall lamp, stand, wedding cake, woman"
