video_name,keywords,img_path,objects,metadata_fn,region,tag
A Mighty Wind,"casino, waitress, singer, atmosphere, gamble, play",MC-VCR_sample/west_93.jpg,"person, person, person, book, chair, book, book",MC-VCR_sample/west_93.json,west,"arcade, arcade machine, casino, dress shirt, interview, man, microphone, neon light, red, shirt, sing, slot machine, stand, wear"
Tupac: Resurrection,"parking, carry out",MC-VCR_sample/west_94.jpg,"person, person, person, person, person, person, parking meter, person, handbag",MC-VCR_sample/west_94.json,west,"building, green, person, man, pavement, retail, road, stand, store, storefront, street corner, street scene, walk"
Bounty,"colonizer, labor, punish, sick, ship, sea, sailor",MC-VCR_sample/west_95.jpg,"person, person, person, person, person, person, person, person, person, person, tie, person, person, person, chair, chair, dining table",MC-VCR_sample/west_95.json,west,"actor, boat, captain, cinema, cowboy hat, crew, direct, person, man, muscle, sea, pirate, sail, sailor, shirtless, stand"
The Station Agent,"truck, restaurant, kitchen, cook, moving",MC-VCR_sample/west_96.jpg,"person, chair, chair, chair, person, umbrella, bus, chair, dining table",MC-VCR_sample/west_96.json,west,"business suit, chair, cocktail dress, table, dirt field, food, food truck, person, man, stall, stand, stool, umbrella, waiter"
Dreamgirls,"wedding, friends, couple, bride, groom, church, happy",MC-VCR_sample/west_97.jpg,"person, person, person, person, person, person, person, tie, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person",MC-VCR_sample/west_97.json,west,"bride, groom, building, church, cocktail dress, crowd, person, man, newlywed, stand, wedding, wedding party, woman"
Shallow Hal,"barbecue, roast, party, swimming pool, sunshine",MC-VCR_sample/west_98.jpg,"person, person, person, person, umbrella, umbrella",MC-VCR_sample/west_98.json,west,"barbecue, barbecue grill, swimwear, blood, boy, cook, food, goggles, grill, man, muscle, pool, shirt, shirtless, stand, swimming pool"
Little Man Tate,"university, students, class",MC-VCR_sample/west_99.jpg,"person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, backpack, backpack, person, backpack",MC-VCR_sample/west_99.json,west,"brick building, building, campus, pillar, courthouse, crowd, green, person, man, medal, student, school, shirt, stair, stand, walk"
Kings,"rob, fight, conflict, graffiti",MC-VCR_sample/west_100.jpg,"person, person, person, person, person, bottle, person",MC-VCR_sample/west_100.json,west,"blanket, car, dance, doodle, person, man, road, street art, walk, woman"
Pride & Prejudice,"dance, party, host, guest, count",MC-VCR_sample/west_101.jpg,"person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person",MC-VCR_sample/west_101.json,west,"actor, cocktail dress, crowd, crowded, dress, person, man, stand, walk, woman"
Pride & Prejudice,"dance, partner, party, audience",MC-VCR_sample/west_102.jpg,"person, person, person, person, person, person, person, person, person",MC-VCR_sample/west_102.json,west,"choir, cosmetic, dress, garment, hair, sing, tiara, wear, white, woman"
Ye Bheege Hont,"love, quarrel, yard, car, servant",MC-VCR_sample/sa_0.jpg,"person, person, person, car, car, car, car, car, car, car",MC-VCR_sample/sa_0.json,south-asia,"car, catch, couple, dress, hand, girl, man, pink, walk, woman"
Raja Hindustani,"birthday party, friend, couple, waiter, socializing",MC-VCR_sample/sa_1.jpg,"person, person, person, person, person, person, tie, person, wineglass, tie",MC-VCR_sample/sa_1.json,south-asia,"champagne, pillar, conversation, dress, event, gathering, person, man, party, reception, stand, wine glass, woman"
Kahaani,"teacher, student, primary school, chatting",MC-VCR_sample/sa_2.jpg,"person, person, person, tie",MC-VCR_sample/sa_2.json,south-asia,"business suit, child, girl, school uniform, tie, walk, woman"
I Am Kalam,"grocery, shopping, chatting, shopkeeper, kid",MC-VCR_sample/sa_3.jpg,"person, person, bottle, bottle, bottle, bottle, bottle, bottle, refrigerator, bowl, bottle, bottle, chair, bottle, bottle, bottle, truck",MC-VCR_sample/sa_3.json,south-asia,"headscarf, boy, buy, check, child, food, headdress, juice, man, pay, sell, soda, stall, stand, store, street vendor, treat, vendor, wear"
Chalk N Duster,"home, family, parents, daughter, chess, wheelchair, chatting",MC-VCR_sample/sa_4.jpg,"person, person, person, cup, chair, couch",MC-VCR_sample/sa_4.json,south-asia,"badminton, chair, chessboard, chess, conversation, game, girl, person, man, play, racket, room, sit, stool, talk, tennis racket, woman"
Khed Maqadran Di,"muslim, religion, conflict, quarrel",MC-VCR_sample/sa_5.jpg,"person, person, person, person, backpack, person, person",MC-VCR_sample/sa_5.json,south-asia,"appear, conversation, dress, garment, person, laugh, man, robe, stand, talk, white"
Ziddi Puttar,"muslim, family, parents, child, football, chatting",MC-VCR_sample/sa_6.jpg,"sports ball, person, person, person, sports ball, tie, handbag, handbag",MC-VCR_sample/sa_6.json,south-asia,"ball, catch, football, girl, person, man, play, sari, sports ball, stand, woman"
Swaarangi,"muslim, tribal area, tribe, religious extremist, terrorist, mountain, gun",MC-VCR_sample/sa_7.jpg,"person, person, person, person, person, person, person, cell phone, cup, person, cell phone",MC-VCR_sample/sa_7.json,south-asia,"conversation, gun, hammock, person, man, relax, robe, sit, woman"
Chunni,"muslim, infant, mother, grandparents, parturition",MC-VCR_sample/sa_8.jpg,"person, person, bed, teddy bear",MC-VCR_sample/sa_8.json,south-asia,"animal, bed, blanket, cloth, man, pet, robe, stand, woman"
Musafer,"muslim, friend, family, chatting, parents, daughter, yard",MC-VCR_sample/sa_9.jpg,"person, person, person, person, potted plant",MC-VCR_sample/sa_9.json,south-asia,"building, pillar, garment, person, laugh, man, sari, stand, woman"
Billi,"court, soldier, defendant, lawyer",MC-VCR_sample/sa_10.jpg,"person, person, person, person, person, person, person, book, book, tie, dining table, dining table, remote",MC-VCR_sample/sa_10.json,south-asia,"business suit, pillar, table, floor, person, man, room, stand, video, woman"
Darindgi,"army, conference, silence, muhammad ali jinnah, pakistan, muslim",MC-VCR_sample/sa_11.jpg,"person, person, person, person, person, person, person",MC-VCR_sample/sa_11.json,south-asia,"table, guard, person, man, officer, police, sit, video"
Kuhda Ke Liye,"mullah, muslim, mosque, preach, religion",MC-VCR_sample/sa_12.jpg,"person, person, person, handbag, umbrella",MC-VCR_sample/sa_12.json,south-asia,"appear, headscarf, conversation, hand, garment, green, person, man, robe, stand, wear"
Karachi Se Lahore,"muslim, wedding, parents, bride, flowers, blessing, friends",MC-VCR_sample/sa_13.jpg,"person, person, person, person, person, person, person, tie, person, person, person, person, person, person, person, person, bowl, person, vase, person, person, person, person, potted plant, person, person, person, potted plant",MC-VCR_sample/sa_13.json,south-asia,"bride, groom, catch, ceremony, couple, dress, garment, person, man, marriage, newlywed, reception, stand, tray, wedding, wedding party, wedding reception, woman"
Punjab Nahi Jaungi,"muslim, wedding, groom, bride, hotel, lawn, flower, blessing, friends",MC-VCR_sample/sa_14.jpg,"person, person, person, person, person, person, person, person, chair, potted plant, chair, potted plant",MC-VCR_sample/sa_14.json,south-asia,"building, person, night, night view, palace, reception, stand, wedding party"
Bajrangi Bhaijaan,"brothel, procuress, girl, saree, wooden chair",MC-VCR_sample/sa_15.jpg,"person, person, person, chair, handbag, handbag",MC-VCR_sample/sa_15.json,south-asia,"cosmetic, dress, garment, girl, sari, stand, stare, woman"
Main Hoon Shahid Afridi,"cricket, sports, pakistan, match, athlete, field",MC-VCR_sample/sa_16.jpg,"person, person, person, person, person, person, person, person, person, person, person",MC-VCR_sample/sa_16.json,south-asia,"ball, bat, cricket, cricketer, game, person, man, play, swinge, wicket, woman"
Jawani Phir Nahi Ani,"couple, bedroom, work, computer, anger",MC-VCR_sample/sa_17.jpg,"person, cell phone, bed, person, laptop, remote",MC-VCR_sample/sa_17.json,south-asia,"bed, lamp, computer, laptop, lay, man, remote, wall lamp, sit"
Na Maloom Afraad 2,"hotel, sofa, chat, friends, tea",MC-VCR_sample/sa_18.jpg,"person, person, person, person, person, cup, cup, person, suitcase, cup, cup, person, bowl, book, chair",MC-VCR_sample/sa_18.json,south-asia,"armchair, beverage, chair, conversation, couch, food, person, living room, man, sit"
Teefa in Trouble,"wedding, groom, friend, chatting",MC-VCR_sample/sa_19.jpg,"person, person, person, person, person, vase, person, potted plant, tie",MC-VCR_sample/sa_19.json,south-asia,"conversation, couple, garment, person, man, reception, stand, tie, wedding, woman"
Super Star,"singing, dancing, pakistan, saree, women",MC-VCR_sample/sa_20.jpg,"person, person, person, person, person, person, person",MC-VCR_sample/sa_20.json,south-asia,"girl, stand, woman"
Dangle,"wrestling, fight, office, angry",MC-VCR_sample/sa_21.jpg,"person, person, person",MC-VCR_sample/sa_21.json,south-asia,"actor, beard, cinema, conversation, man, muscle, shirt, stand, stare, vest"
Dangle,"wrestling, sports, practice, coach, children",MC-VCR_sample/sa_22.jpg,"person, person, person, person, person, person, person, person, person",MC-VCR_sample/sa_22.json,south-asia,"arena, bend, pillar, floor, man, martial, muscle, ring, shirtless, wrestle, wrestler"
Dangle,"money, winner, coach, children, wrestling, sports",MC-VCR_sample/sa_23.jpg,"person, person, person, person, person, dining table, person, chair",MC-VCR_sample/sa_23.json,south-asia,"cinema, person, man, muscle, shirtless, stand"
Dangle,"kitchen, pot, father, children, bed, poor",MC-VCR_sample/sa_24.jpg,"person, person, person, bench, chair, vase",MC-VCR_sample/sa_24.json,south-asia,"alley, boy, chair, child, pottery, man, play, push, rocking chair, stand, stool, walk"
Dangle,"women, work, chat, crop, saree, countryside",MC-VCR_sample/sa_25.jpg,"person, person, potted plant, person, person",MC-VCR_sample/sa_25.json,south-asia,"crop, floor, person, hut, land, machine, man, mill, potato, stone, sari, spin, squat, woman, job"
Dangle,"pray, religion, couple, luck",MC-VCR_sample/sa_26.jpg,"person, person, person, person, person, person, person, person, person, person, person",MC-VCR_sample/sa_26.json,south-asia,"bracelet, catch, clasp, crowd, hand, person, man, prayer, sari, stand, woman"
Dangle,"student, sister, uniform, school",MC-VCR_sample/sa_27.jpg,"person, person, person, person, person, chair, person, person, person, person",MC-VCR_sample/sa_27.json,south-asia,"crowded, girl, neck, ponytail, student, scarf, school, school uniform, walk, wear, woman"
Dangle,"cold, wet, mother, daughter, sister, worry",MC-VCR_sample/sa_28.jpg,"person, person, person, person",MC-VCR_sample/sa_28.json,south-asia,"child, cloth, floor, girl, stool, woman"
Dangle,"clothes, beg, bedroom, sister, mother",MC-VCR_sample/sa_29.jpg,"person, person, person, person, vase, suitcase, person, bed, bed, person",MC-VCR_sample/sa_29.json,south-asia,"bed, child, conversation, family, floor, girl, person, room, sari, sit, woman"
Dangle,"shop, chicken, egg, customer, bargain, market",MC-VCR_sample/sa_30.jpg,"person, person, person, person",MC-VCR_sample/sa_30.json,south-asia,"animal, bazaar, bird cage, cage, chicken, conversation, crowded, food, man, market, pet, poultry, robe, stand, store, talk, vendor"
Dangle,"students, laugh at, neighborbood, haircut, sisters",MC-VCR_sample/sa_31.jpg,"person, person, person, person, person, person, person, person, person, person, person, person, person, person, chair, backpack, person, person, handbag",MC-VCR_sample/sa_31.json,south-asia,"alley, crowd, crowded, person, man, road, stand, walk, woman"
Dangle,"wedding, family, bride, sing, upset",MC-VCR_sample/sa_32.jpg,"person, person, person, person, person, person, person, person, person, person, person, person, person",MC-VCR_sample/sa_32.json,south-asia,"cosmetic, dress, garment, girl, prayer, sari, sing, woman"
Dangle,"pray, religion, champion, happy, congratulation, coach, father",MC-VCR_sample/sa_33.jpg,"person, person, person, vase, person, person, person",MC-VCR_sample/sa_33.json,south-asia,"award, catch, person, man, sari, trophy, woman"
Bajrangi Bhaijaan,"pray, religion, islam, temple, mosque",MC-VCR_sample/sa_34.jpg,"person, person, person, person, dining table, person, person, person, book, book, person",MC-VCR_sample/sa_34.json,south-asia,"canopy, cloth, decorate, fabric, person, man, material, pillow, pink, shrine, stall, textile, woman, job"
Bajrangi Bhaijaan,"police, policeman, lost, india",MC-VCR_sample/sa_35.jpg,"person, person, person, person, person, person, person, person, person, person, handbag, person, person, cell phone, chair, car, bench, handbag, bench, truck, person",MC-VCR_sample/sa_35.json,south-asia,"building, pillar, guard, person, man, officer, stand, woman, yellow"
Bajrangi Bhaijaan,"religion, soldier, oath",MC-VCR_sample/sa_36.jpg,"person, person, person",MC-VCR_sample/sa_36.json,south-asia,"backdrop, deity, festival, person, instrument, man, microphone, perform, shirt, sing, stage, stand"
Bajrangi Bhaijaan,"market, businessman, transportation, customer, help, lover, riding",MC-VCR_sample/sa_37.jpg,"person, person, person, person, person, person, person, person, bicycle, person, handbag, person, person, kite, person, person",MC-VCR_sample/sa_37.json,south-asia,"bazaar, bicycle, coach, cart, crowded, person, rickshaw, man, market, push, stand, street scene, walk, woman"
Bajrangi Bhaijaan,"mosque, religion, difference, belief, pray",MC-VCR_sample/sa_38.jpg,"person, person, person, person, person",MC-VCR_sample/sa_38.json,south-asia,"alley, bazaar, bulletin board, crowded, green, person, man, market, store, walk, woman"
Bajrangi Bhaijaan,"barbecue, cook, breakfast, market",MC-VCR_sample/sa_39.jpg,"person, person, person, person, person, person, elephant, person, horse, person, elephant, person, chair, person, person, handbag, dining table, bench",MC-VCR_sample/sa_39.json,south-asia,"crowded, table, elephant, food, person, hut, man, sit, stall, stand, stool, walk"
Padman,"wedding, family, elder, celebrate, bride, groom",MC-VCR_sample/sa_40.jpg,"person, person, person, person, person, person, person, cake, person, person, person, person",MC-VCR_sample/sa_40.json,south-asia,"groom, ceremony, couple, dress, garment, person, man, marriage, prayer, preacher, religious, robe, sari, stand, wedding, white, woman"
Hindi Medium,"wedding, clothes, customer, shopping, bargain",MC-VCR_sample/sa_41.jpg,"person, person, person, person, person, chair, person, person, person, dining table, person, person",MC-VCR_sample/sa_41.json,south-asia,"boutique, clothing store, pillar, department store, girl, person, man, retail, shopper, shopping, mall, stool, store, woman"
Hindi Medium,"water, poverty, angry, wait",MC-VCR_sample/sa_42.jpg,"person, person, person, person, person, person, person, person, person, person, person, person, person, person, chair, person, frisbee, bowl",MC-VCR_sample/sa_42.json,south-asia,"barrel, container, crowd, crowded, person, road, sari, walk, woman"
Hindi Medium,"bus station, crowd, passenger, commute",MC-VCR_sample/sa_43.jpg,"person, person, bus, person, backpack, person",MC-VCR_sample/sa_43.json,south-asia,"bus, bus stop, city bus, curb, drive, person, passenger, red, road, stand, tour bus, walk"
Sultan,"transportation, bus, elder, help, ticket, price",MC-VCR_sample/sa_44.jpg,"person, person, person, person, book",MC-VCR_sample/sa_44.json,south-asia,"headscarf, bulletin board, conversation, hand, greet, person, man, sari, shake, stand, talk, woman"
Sultan,"school, drinks, sweet, father",MC-VCR_sample/sa_45.jpg,"person, person, person, person, person, person, person, person, backpack, backpack, handbag, backpack, person, person",MC-VCR_sample/sa_45.json,south-asia,"canopy, cart, child, equipment, person, load, ride, stand, swing"
Secret Superstar,"kitchen, child, elder, filial, meal, tv",MC-VCR_sample/sa_46.jpg,"person, person, person, handbag, person, chair",MC-VCR_sample/sa_46.json,south-asia,"boy, child, floor, girl, grandmother, living room, mother, play, room, stand, stool, teach, toy, woman"
Eega,"pray, religion, wait",MC-VCR_sample/sa_47.jpg,"person, person, person, person, person, person, person, person, person, person, person, tennis racket, person, person, person, person, person, person, person, person",MC-VCR_sample/sa_47.json,south-asia,"pillar, crowd, hand, gathering, person, man, prayer, room, sing, stand, worship"
Lekar Hum Deewana Dil,"wedding, religion, ritual, groom, parents, happy",MC-VCR_sample/sa_48.jpg,"person, person, person, person, person, person, person, apple, cake, person, cake",MC-VCR_sample/sa_48.json,south-asia,"ceremony, deity, festival, floor, food, fruit, garment, person, man, prayer, sari, shrine, sit, stool, temple, woman, worship"
Masaan,"hotel, staff, reception, lovers, book",MC-VCR_sample/sa_49.jpg,"person, person, person, chair",MC-VCR_sample/sa_49.json,south-asia,"bulletin board, conversation, table, doorway, person, man, picture frame, room, stand, talk, woman"
Masaan,"funeral, death, burn, family, sad",MC-VCR_sample/sa_50.jpg,"person, person, person, person, person, person, person, person, baseball bat, baseball bat",MC-VCR_sample/sa_50.json,south-asia,"bonfire, camp, campfire, cloth, fire, person, hut, man, stand"
Masaan,"funeral, death, burn, body, workers",MC-VCR_sample/sa_51.jpg,"person, person, person, horse, person, person",MC-VCR_sample/sa_51.json,south-asia,"bonfire, firework, firework display, floor, person, man, night, night view, play, spark, sparkler, stand"
Masaan,"farewell, police, family, station, train",MC-VCR_sample/sa_52.jpg,"person, person, person, person, person, person, person, person, person",MC-VCR_sample/sa_52.json,south-asia,"boy, child, crowded, hug, person, man, passenger train, railway station, share, stand, subway, train, woman"
Sniff,"religion, pray, luck, god, belief, festival",MC-VCR_sample/sa_53.jpg,"person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person",MC-VCR_sample/sa_53.json,south-asia,"celebration, crowd, crowded, dance, deity, dress, festival, garment, person, man, perform, woman"
Sniff,"english, school, pupils, students, teacher",MC-VCR_sample/sa_54.jpg,"person, person, person, person, person, toothbrush, cup, tv, person",MC-VCR_sample/sa_54.json,south-asia,"blackboard, bulletin board, child, class, classroom, lesson, student, school, stand, teach, teacher, woman"
Sniff,"elder, grandson, child, clothes, grandmother, confused",MC-VCR_sample/sa_55.jpg,"person, person, traffic light",MC-VCR_sample/sa_55.json,south-asia,"headscarf, girl, scrub, sewing machine, shirt, stand, sew, veil, wear, woman, job"
The Extraordinary Journey of the Fakir,"servant, clothes, labor, mother, son, laundry",MC-VCR_sample/sa_56.jpg,"person, person, person, person, cup, chair",MC-VCR_sample/sa_56.json,south-asia,"alley, child, clothe, floor, person, laundry, man, sari, stand, wash, woman"
The Extraordinary Journey of the Fakir,"magic, money, park, street art, team",MC-VCR_sample/sa_57.jpg,"person, person, person, person, person, person",MC-VCR_sample/sa_57.json,south-asia,"headscarf, costume, dance, dress, festival, garment, headdress, person, man, perform, wear, woman"
"Gandhi, My Father","pray, religion, wedding, ritual, luck, mother",MC-VCR_sample/sa_58.jpg,"person, potted plant, person",MC-VCR_sample/sa_58.json,south-asia,"headscarf, catch, plate, dress, food, garment, green, head, man, sari, stand, stare, wear, woman"
"Gandhi, My Father","play, children, gift",MC-VCR_sample/sa_59.jpg,"person, person, person, person, person, bottle, book, book, book, book, bottle, book, book, book, bed, book",MC-VCR_sample/sa_59.json,south-asia,"bed, bedroom, child, family, girl, person, room, sit, woman"
"Gandhi, My Father","funeral, death, sad, family, mourn",MC-VCR_sample/sa_60.jpg,"person, person, person, person, person, person",MC-VCR_sample/sa_60.json,south-asia,"cinema, dress, floor, person, man, nun, robe, room, stand, veil, white, woman"
"Gandhi, My Father","train, respect, farewell, belief",MC-VCR_sample/sa_61.jpg,"person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person",MC-VCR_sample/sa_61.json,south-asia,"crowd, crowded, person, leader, man, passenger train, pilgrim, stand, train, train car, wave"
"Gandhi, My Father","colony, india, customs, passport, policemen, examination",MC-VCR_sample/sa_62.jpg,"person, person, person, person, person, bottle, person",MC-VCR_sample/sa_62.json,south-asia,"headscarf, table, person, man, robe, sewing machine, sit, stand, stare, typewriter, wear, white"
"Gandhi, My Father","kitchen, mother, hot water, grateful",MC-VCR_sample/sa_63.jpg,"person, person, cup, bowl, bottle, bowl",MC-VCR_sample/sa_63.json,south-asia,"actor, cinema, conversation, food, person, hut, man, pot, robe, shake, stand, stove, woman"
"Gandhi, My Father","train, station, tramp, homeless",MC-VCR_sample/sa_64.jpg,"person, person, person, person",MC-VCR_sample/sa_64.json,south-asia,"dark, floor, person, man, railroad, stand, subway, train, train car, train track, walk"
"Gandhi, My Father","servant, meal, wash, guest, invite",MC-VCR_sample/sa_65.jpg,"person, person, person, spoon, cup, potted plant, cup, bowl, bowl, potted plant, bowl, bowl, chair, dining table, bowl",MC-VCR_sample/sa_65.json,south-asia,"cuisine, dress, feast, floor, food, garment, person, man, meal, platter, prayer, religious, robe"
"Gandhi, My Father","promote, sales, grocery, businessman, product, seasoning",MC-VCR_sample/sa_66.jpg,"person, person, person, person, cup, bottle, cup",MC-VCR_sample/sa_66.json,south-asia,"apron, bulletin board, conversation, food, person, man, market, stand, store, woman"
Salaam-E-Ishq,"couple, breakfast, uncomfortable, fever",MC-VCR_sample/sa_67.jpg,"person, person, cup, tv, wineglass",MC-VCR_sample/sa_67.json,south-asia,"bathrobe, can, lab coat, liquid, living room, man, robe, stand, white, woman"
Bajrangi Bhaijaan,"sports, game, cricket, celebrate, audience, tv",MC-VCR_sample/sa_68.jpg,"person, person, person, tv, person, potted plant, person, person, person, person, person",MC-VCR_sample/sa_68.json,south-asia,"boy, child, football game, girl, person, man, play, room, shirt, stand, television, video game"
Bajrangi Bhaijaan,"bus, story, luggage, festival",MC-VCR_sample/sa_69.jpg,"person, person, person, person, person, person, person, person, person, person, car, person, person, person, person, person, person, person, chair, person, person, chair, chair, person, person",MC-VCR_sample/sa_69.json,south-asia,"bus, coach, city bus, crowded, person, man, passenger, ride, subway, tour bus, trolley, yellow"
Pad Man,"clinic, injury, colleague, help",MC-VCR_sample/sa_70.jpg,"person, person, person, person, person, handbag, bicycle, bench, motorcycle",MC-VCR_sample/sa_70.json,south-asia,"building, bulletin board, church, person, man, motorbike, motorcycle, stand, store, walk, white"
Pad Man,"lover, sugar, amusement park, eat, play",MC-VCR_sample/sa_71.jpg,"person, person, person, person, person, donut, person",MC-VCR_sample/sa_71.json,south-asia,"blow, carnival, cotton candy, couple, festival, person, ice cream cone, lollipop, man, share, woman"
Drishyam 2,"meal, wash, clean table, after meal",MC-VCR_sample/sa_72.jpg,"person, person, person, chair, bowl, chair, chair, bottle, bowl, bowl, spoon, dining table",MC-VCR_sample/sa_72.json,south-asia,"table, dinning table, plate, food, person, kitchen table, man, platter, stand, woman"
Parava,"celebrate, champion, sports, teammates, leader",MC-VCR_sample/sa_73.jpg,"person, person, person, person, person, person, person, person, person, baseball bat, person, baseball bat, person, person, person, chair",MC-VCR_sample/sa_73.json,south-asia,"alley, catch, cheer, crowd, crowded, person, man, pole, stand, youth"
Helen,"motorcycle, daughter, father, pick up",MC-VCR_sample/sa_74.jpg,"person, person",MC-VCR_sample/sa_74.json,south-asia,"adjust, bicycle helmet, conversation, helmet, person, jaw, man, moped, motorbike, motorcycle, ride, scooter, stand, wear, woman"
The Great Indian Kitchen,"lovers, meal, house, shy, honor, prize",MC-VCR_sample/sa_75.jpg,"cup, person, cup, person, chair, cup, book, book, book, potted plant, cup, book, book, book, book, book, book, dining table, chair, chair",MC-VCR_sample/sa_75.json,south-asia,"beverage, breakfast, coffee, coffee cup, conversation, couple, table, dinning table, plate, food, person, man, meal, platter, sari, sit, stand, woman"
Gangubai Kathiawadi,"politics, fame, power, ego, ordinary people, status, peddler",MC-VCR_sample/sa_76.jpg,"person, person, person, person, person, person, person, person, umbrella, handbag, person, handbag, person, person, person, person, person, person, person, person, person, person, person, person",MC-VCR_sample/sa_76.json,south-asia,"alley, catch, crowd, crowded, dress, goggles, person, man, road, stand, umbrella, walk, woman"
Kumbalangi Nights,"chat, children, chess, football, boat",MC-VCR_sample/sa_77.jpg,"person, person, person, person, person, person",MC-VCR_sample/sa_77.json,south-asia,"boy, chess, child, flood, person, log, man, sit, water"
Uppum Mulakum Onam Special Flowers,"flower, festival, dance, boat race, harvest, southern india",MC-VCR_sample/sa_78.jpg,"person, person, person, person, person, person, person, person, pizza, person, person, person, person, person, person, person, person, person, person",MC-VCR_sample/sa_78.json,south-asia,"ceremony, pillar, dance, dress, festival, garment, person, prayer, reception, sari, stand, temple, woman"
Gangubai Kathiawadi,"celebration, saree, dance, festival",MC-VCR_sample/sa_79.jpg,"person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person",MC-VCR_sample/sa_79.json,south-asia,"dance, dress, garment, laugh, sari, wear, woman"
Raja Rani,"college, class, break",MC-VCR_sample/sa_80.jpg,"person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, book, person, person, person, book, person, person, person, person, person, chair, person, chair, person, couch, chair",MC-VCR_sample/sa_80.json,south-asia,"canteen, class, classroom, pillar, crowded, table, person, lecture hall, student, room, school, sit"
The Great Indian Kitchen,"lovers, pray, religion, luck, shy, chat",MC-VCR_sample/sa_81.jpg,"person, person",MC-VCR_sample/sa_81.json,south-asia,"actor, cinema, conversation, man, sari, stand, stare, woman"
Kumbalangi Nights,"lovers, temple, travel",MC-VCR_sample/sa_82.jpg,"person, person, person",MC-VCR_sample/sa_82.json,south-asia,"pillar, couple, person, ledge, man, pose, sari, sit, temple, woman"
Charlie,"jeep, travel, tourist, nature",MC-VCR_sample/sa_83.jpg,"person, person, person, truck, bus",MC-VCR_sample/sa_83.json,south-asia,"back, bus, car, drive, greenery, hill, person, jeep, lush, peak, ride, tour bus, travel, vehicle"
"Hyderabad Candid Wedding Video of "" Sharmila + Srikanth "" by Maru Rickz","wedding, family, bride, groom, flower",MC-VCR_sample/sa_84.jpg,"person, person, person, person, person, person, person, cup, person, person, person, person, person, cell phone, person, person, person",MC-VCR_sample/sa_84.json,south-asia,"bride, groom, ceremony, couple, dress, garment, person, man, marriage, preacher, reception, wedding, woman"
Hindu Funeral Ceremony,"funeral, hindu, death, burn, audience, monk",MC-VCR_sample/sa_85.jpg,"person, person, person, person, person, person, person, person, person, person, person, person, handbag, person, person, person, person, person, person, backpack, person, person",MC-VCR_sample/sa_85.json,south-asia,"cement, crowd, person, log, lumber, man, monk, robe, shirtless, stand, wash, water"
Har Kisse Ke Hisse Kaamyaab,"failure, heartbreak, sad, lost",MC-VCR_sample/sa_86.jpg,"person, person, person, person",MC-VCR_sample/sa_86.json,south-asia,"dance, dress, garment, person, man, prayer, robe, sari, stand, woman"
