Dataset,ImagePath,ImageFileName,Human1 Caption,Human2 Caption,Human3 Caption
GeoDE,EastAsia/China/China_flag_58544.jpg,China_flag_58544.jpg,"This picture shows a Chinese national flag. The red background of the flag symbolizes the revolutionary martyrs, the large five-pointed star symbolizes the party, and the four stars around it symbolize the unity of all ethnic groups around the Party Central Committee. In China, state-owned enterprises usually hang flags indoors when holding major meetings or international conferences.","This picture shows a Chinese national flag with five stars. The design of the five-star Red Flag was completed by Chinese Zeng Liansong in 1949. The flag is red, with five yellow stars in the upper left corner, one large star to the left and four smaller stars to the right. Red: Symbolizes the revolution and the great sacrifices and struggles made by the Chinese people in the process of fighting for independence and liberation.â€‹","This picture shows a national flag of the People's Republic of China. The Chinese national flag is a five-star red flag, which is a red flag with five yellow five-pointed stars in the upper left corner. The four small stars in the flag pattern surround the right side of a large star in a semicircle. The large five-pointed star symbolizes the Communist Party of China, and the four small five-pointed stars symbolize the working class, the peasant class, the urban petty bourgeoisie and the national bourgeoisie."
GeoDE,EastAsia/China/China_dustbin_25592.jpg,China_dustbin_25592.jpg,The picture shows a white smart trash can with a wooden floor in the background. There is a cute dog pattern on the trash can. This kind of trash can can open the lid without touching the trash can and is becoming more and more popular in homes.,"The picture shows a garbage can. The wide use of garbage cans is closely related to the awareness of environmental protection in modern society. With the acceleration of industrialization and urbanization, the waste problem has become increasingly serious. The appearance and popularization of garbage cans marks the society's attention to garbage disposal and environmental hygiene.","This picture shows a white trash can with a black and white puppy pattern on the lid and two blue switch buttons, and the trash can is cylindrical."
GeoDE,EastAsia/China/China_streetlight_lantern_39702.jpg,China_streetlight_lantern_39702.jpg,"The picture shows a scene on a Chinese street. There is parking on the inside of the street, and in the distance is an office building. On the first floor of the office building are some shops and investment advertisements. This kind of office building is very common in China. Usually, the building is the office space of some companies or offices, and the first floor is usually shops for the public.","This photo shows a building in China, with almost all Windows on this side, which is used as an office building, which is rented out to different companies as office space","This picture shows a building in China. The ground floor is used for shops, and the upper floors are for residents. The building faces the street, and there are many cars parked in front of it."
GeoDE,EastAsia/China/China_hairbrush_comb_28555.jpg,China_hairbrush_comb_28555.jpg,"The picture shows a simple plastic comb placed on a black table. In China, combs can be regarded as handicrafts, and sometimes there are exquisitely crafted combs made of fine materials such as peach wood.","This photo shows a comb made of plastic. Comb has a long history as a tool commonly used by women, from the first wood comb, bamboo comb, and then horn comb, and now there are novel air cushion combs on the market to adapt to the new needs of people today","This picture shows a black plastic comb. This is a fine-tooth comb, one of the most common combs. The comb in the picture has a lot of dust on its surface."
GeoDE,EastAsia/China/China_road_sign_44521.jpg,China_road_sign_44521.jpg,"The image shows a common street speed limit sign in China. The sign says 14km/h, and the Chinese characters for ""slow"" and ""decelerate slowly"". There are usually no stop signs in China. There are coconut trees in the background, indicating that the photo was probably taken in southern China.","This photo shows a traffic sign, which is used to tell people to slow down. The traffic sign is the product of people entering the age of steam with cars. It represents the development of society and shows the gradual improvement of traffic laws","This picture shows two road signs. The upper one is a speed limit sign of 15 kilometers per hour, composed of a red circle and black numbers. The lower one indicates a sign to slow down."
GeoDE,EastAsia/China/China_light_switch_31833.jpg,China_light_switch_31833.jpg,"The picture shows a home lighting switch with a circle of decorations around it. The pattern uses the shape of flowers. In China, many people choose to add some decorations to the switch when decorating.","This photo shows a button that is normally used to turn lights on and off in China. Unlike in the United States, almost every house in China has a light on the roof, and these buttons are used to control the lights",This picture shows a set of switches. The switch consists of three switch buttons. The switch is white with a Baroque-style golden decorative pattern around it.
GeoDE,EastAsia/China/China_light_fixture_31085.jpg,China_light_fixture_31085.jpg,The image shows a ceiling chandelier with crystal decorations around it that mimics the pattern of candles,"This photo shows a chandelier, which is used for lighting. In China, every house has a lamp on the roof for lighting. Chandeliers are usually placed in the living room, which serves both lighting and decorative purposes","This photo shows a ceiling lamp with a complex shape. This ceiling lamp has many branching branches, the branches are made of metal and the color is bronze. At the end of each branch is a long thin piece of glass."
GeoDE,EastAsia/China/China_lighter_59432.jpg,China_lighter_59432.jpg,"The picture shows a red plastic lighter. The pinyin of ""Yunyan"" is written on the lighter. This plastic lighter is very popular in China because of its low price and convenience.","This photo shows a lighter, there is an interesting phenomenon that in China from many years ago, the price of an ordinary lighter is one rmb, and it continues to today, people usually use it to light cigarettes or incense","This picture shows a lighter. The lighter body is red, the button is white, and the words ""Yunyan"" and gold patterns are written on the body in white."
GeoDE,EastAsia/China/China_toothbrush_26704.jpg,China_toothbrush_26704.jpg,"The picture shows a simple toothbrush in a generic plastic package. The package says ""care for gums"" and the brand of the toothbrush is Jiamei.","This photo shows a toothbrush with a cultural background dating back to ancient times, when different cultures and regions had unique dental cleaning habits. The development of toothbrushes reflects the progress of different societies in hygiene, health, and technology. From the very beginning of the tree branches, to chew sticks, and now the industrial products, show the progress of society",This picture shows a new toothbrush. The toothbrush is still in its packaging. The handle is orange and white.
GeoDE,EastAsia/China/China_cooking_pot_34534.jpg,China_cooking_pot_34534.jpg,"The picture shows a stainless steel non-stick pan, with the Chinese advertisement ""Zhentie Stainless Steel Wok"" written on it, and the brand is supor. China has a cultural tradition of people taking food as their first priority, so kitchenware is also an important part of life.","This photo shows a wok for cooking. As a tool for cooking ingredients, wok has a very long history. Since people began to eat cooked food, wok has stepped on the stage of history, using turtle shell at the beginning, and then iron wok and stainless steel wok later","This picture shows a Chinese stainless steel wok. The wok is displayed on a shelf. The inner surface and handle of the wok are black, and the outer surface is metallic. The brand of the wok is supor, and the price is 459 yuan."
GDVCR,MC-VCR_sample/11.jpg,11.jpg,"The picture shows a scene of a railway station in early China. There is a large platform sign on the platform, with Wu Qing written in Chinese characters and pinyin. People on the platform are wearing common Chinese clothing in the 19th century, and next to it is a green train that was very common in early China. Although high-speed rail is now popular in China, this green train is still in use in some places.","This photo shows a green train, which is a representative product of the steam era, marking a great progress of human industrial civilization. The green train uses steam engine and burns coal to provide power, so it is usually found that a lot of black smoke comes from the chimney of the locomotive of the green train","This picture shows the platform of Wuqing Railway Station. The green train from Wuqing to Shanghai is parked on the platform, and the people on the platform are wearing the typical clothing style of China from the 1960s to the 1980s."
GDVCR,MC-VCR_sample/jpn_18.jpg,jpn_18.jpg,"The picture shows a scene of a traditional Japanese ceremony. The people in the picture are wearing traditional Japanese clothes and there is a cherry blossom logo, which are all cultural symbols of Japan.","This photo shows a scene from a TV drama, which contains elements such as cherry blossoms and kimonos. Cherry blossoms are an important symbol of Japan, which is considered a characteristic of Japan. Kimonos are traditional clothes in Japan, and generally have long hemlines",This picture records a life scene in Japan. The photographer is taking pictures of men and women wearing Japanese clothes. The lady walking in front is wearing a white top with red decorations and a red skirt.
GDVCR,MC-VCR_sample/46.jpg,46.jpg,"The picture shows a funeral scene in rural China. People gather together to eat and play funeral music, with elegiac couplets posted on the wall and wreaths placed at the door. This is the traditional custom of death in China.","The photo shows a traditional Chinese funeral scene. White wreaths symbolize remembrance of the dead. Accompanied by suona music, the deceased is seen off. There are many rules at the funeral, such as the first person in the procession cannot turn back and how many days must be kept awake","This picture shows a traditional Chinese funeral. During a traditional Chinese funeral, relatives and friends are invited to have a meal and pay tribute together, place wreaths, and invite a funeral band with traditional Chinese instruments such as suona, sheng, and xiao to play mourning music."
GDVCR,MC-VCR_sample/kor_16.jpg,kor_16.jpg,The picture shows a street scene. It seems that one of the people is a teacher and the other two are students. They are all Asians. It seems that the students have made some mistakes. This picture shows the Asian education style.,"This photo shows a scene of a teacher teaching students. In Chinese culture, teachers need to teach students the truth of being a man and impart knowledge. In ancient times, teachers had more power and could punish students, and the punishment of pulling ears was shown in the picture",This picture shows a middle-aged man and three young people. The middle-aged man is pulling the ears of two of the young people and talking to another one. It may be a scene of a teacher educating students who have made mistakes.
GDVCR,MC-VCR_sample/kor_18.jpg,kor_18.jpg,"The picture shows a scene in a Chinese restaurant. The people in the photo have finished their meal and are preparing to pay the bill. In the picture, one person is preparing to pay the bill, while another person is trying to stop him from paying. This kind of competition to pay the bill often occurs at Chinese dinners and is part of Chinese culture.","This photo shows a scene of two Chinese people competing to pay the bill. In Chinese wine table culture, they usually compete for the person who pays the bill. It is a tradition of mutual courtesy, but some people just show off on the surface.","This photo was taken in a Chinese restaurant. Two women are about to pay the bill. One of them tries to stop the other from paying. This is a manifestation of Chinese hospitality, where diners often compete to pay the bill and prevent others from paying."
GDVCR,MC-VCR_sample/2.jpg,2.jpg,"The picture shows an interior scene, with the men dressed in nineteenth-century clothing, one of them holding some notes in his hands, and a map in the background.","This picture shows the TV drama, in the period of the Republic of China, the students and teachers in the school only made some banners and prepared to go to the street to protest in order to revive China, defend the nation and resist imperialism. During the period of the Republic of China, China suffered from the invasion of imperialism, some young people stood out in order to defend the motherland, regardless of their own lives",This picture shows a middle-aged man and a young woman talking. The woman holds some papers of different colors with Chinese characters written on them. The clothing styles of the two people are in the style of the Republic of China in the first half of the 20th century.
GDVCR,MC-VCR_sample/jpn_23.jpg,jpn_23.jpg,"The picture shows a scene in a bookstore, with what seems to be a staff member and two customers. There are katakana and hiragana in the background, which shows that it should be a bookstore in Japan. Bookstores often play an important role in the culture of various countries.","A customer asks a clerk at a bookstore in Japan. Books are an important part of human civilization. Books are the carriers of knowledge and will be updated from generation to generation with the progress of civilization. Every update is a progress. With books, human civilization can continue to progress",This picture shows a scene in a Japanese bookstore or library. There are two shop assistants talking and a customer reading a book. The bookshelves in the picture are full of books of various colors. There are Japanese signs above the bookshelves.
GDVCR,MC-VCR_sample/18.jpg,18.jpg,"The picture shows a bedroom in a rural area in northern China. One person is at the door, another person is sitting on a kang, and there is a small table. New Year pictures and window decorations are posted on the surrounding walls, and there are couplets on the door. This is a very typical bedroom layout in rural northern China in the early years. The kang is usually made of cement, with a place for heating under the fire, and a table can be placed on the kang. New Year pictures, window decorations and couplets are symbols of good luck.","The picture shows a man sitting on the kang and drinking beer. Kang is a kind of heating equipment unique to north China. Due to the low temperature, building a place on the fire pit can be used for heating, and every household basically has this facility, but also has a unique culture, and everyone will sit together on the kang, eating dumplings and drinking wine.","This picture shows a life scene in modern Chinese rural areas. A man sits cross-legged on a heated bed, and a woman walks out the door. A heated bed is a bed made of cement, stone or brick in northern China that has a heating function."
GDVCR,MC-VCR_sample/7.jpg,7.jpg,"The picture shows a scene in a rural area in northern China. There are two people in the picture wearing clothes from the 1980s and 1990s, and there is a New Year picture on the door to ward off evil spirits. There is a stone mill in the house for grinding grain.","This picture shows a man grinding something with stone. Stone mill is a tool used to grind beans in ancient China, which can be used to grind soybean milk. It can also be pulled by a donkey, which is the crystallization of the labor wisdom of ancient Chinese people","This picture shows a scene in a Chinese rural area in the last century. There is a young woman and a middle-aged man in the house. The furnishings in the house include a table, a wardrobe, a stone mill, etc. The stone mill is an important tool for making powdered stone materials such as flour in Chinese history."
GDVCR,MC-VCR_sample/30.jpg,30.jpg,"The picture shows a funeral site. The decoration of the house in the picture is in the style of the 1980s and 1990s. There are three people in the house who seem to be arguing about something. The words ""è‘¬"" on the door indicate that a funeral has just happened here.","The picture shows two men quarreling at the funeral, Chinese funeral will invite relatives and friends to attend, there is a very deep history, there are some unique customs, such as the first seven, such as some rituals of burial","This picture shows a scene of three young men fighting. One of them is holding down another, while another is trying to stop him from behind. There is a Chinese character on the wooden door behind them. This character means ""sacrifice"" in Chinese and usually appears at funerals or in homes where someone has died."
GDVCR,MC-VCR_sample/34.jpg,34.jpg,"The picture shows a wedding scene in China in the early 2000s. In the picture, the bride and groom stand at the door to welcome the best man, bridesmaid and other friends to the wedding banquet. The restaurant staff are standing at the door, and a ""happiness"" character is posted on the door to express blessings to the newlyweds.","This picture shows the scene of a Chinese wedding banquet. There are many rules in Chinese wedding banquet, such as those relatives sitting at the same table, who are distinguished according to the distance of their relationship, and the number and variety of dishes served for each kind are also regulated","This picture shows the scene at the door of a Chinese wedding banquet. The red background with black characters is called ""Double Happiness"" and is one of the important symbols of Chinese weddings. The man at the door is wearing a suit and the woman is wearing a red formal dress, welcoming the guests. In Chinese weddings, the newlyweds usually do not stand at the door to greet the guests in person, so these two people may be the best man, bridesmaid or parents of the newlyweds."
GDVCR,MC-VCR_sample/kor_4.jpg,kor_4.jpg,"The picture shows two people practicing calligraphy indoors. Judging from the decoration, this should be an Asian interior. The two people are wearing traditional Korean clothes. There are screens and paintings on the wall. Two people are practicing calligraphy with brushes, and one is grinding","This picture shows the scene of writing calligraphy, calligraphy is an ancient Chinese art form, there are many excellent works, calligraphy is divided into regular script, cursive script, running script and so on, each has its own characteristics","This picture shows a scene in a Korean study room. A young woman in traditional Korean clothes is sitting at a desk on the bed, writing with a brush, the most traditional and important writing tool in East Asia. She has written many pages, and the papers cover the surface of the bed. Another middle-aged woman is grinding ink. Ink for brushes used to be obtained by grinding ink sticks in water."
GDVCR,MC-VCR_sample/38.jpg,38.jpg,"The picture shows the scene of the Chinese New Year festival. The streets are crowded with people, hanging dragons and decorations, and children holding toys. The New Year is the most important festival in Chinese traditional culture. People usually get together with their families and celebrate with lanterns and decorations.","This picture shows the scene of the New Year gathering, the New Year is the most important festival of the year in China, representing the family reunion, the New Year and the new atmosphere, all the best, it is a time for family reunion, people will light firecrackers and eat dumplings together","This picture shows a crowded street or market scene during the Chinese New Year. During the Spring Festival, Chinese people have the tradition of going to markets and temple fairs. At this time, many businesses will specially produce products related to the Spring Festival, and people will go out with their families because they are on holiday. In the center of the picture, there is a woman holding an artistic balloon and a man carrying a child on his shoulders."
GDVCR,MC-VCR_sample/kor_14.jpg,kor_14.jpg,"The picture shows a scene of people having a meal together. The food on the table should be Korean food. An elder is eating with three young people. The elder seems to be teaching the young people. In East Asian culture, there is a clear distinction between the old and the young.","This image shows a middle-aged man teaching a young man by hitting him on the head with chopsticks at a dinner table. In Asian society, the older in a family always have a higher power and status, so many of them would like to sit at the center of the table the dining time, and always teach young people to learn from them, which is also the case shown in this picture. ","This picture shows a Korean family dinner scene, in which a middle-aged man is hitting a young man with chopsticks. Chopsticks are a special tableware that originated in China, widely spread in East Asia and gradually became famous around the world. Chopsticks are a pair of two for picking up food."
GDVCR,MC-VCR_sample/jpn_22.jpg,jpn_22.jpg,The picture shows a scene of confrontation training in a Japanese Taekwondo gym. The people in the picture are wearing uniforms with their surnames and the Nippon Kaida University written on them. Taekwondo is a very popular sport in Japan.,"This picture shows two academies fighting each other in a Japanese karate hall, with another student practicing in the distance. Karate is the most popular and well-known fight format in Japan, which is also a quite popular fight format around the world. Karate is always highly recommended and a lot of people would like to learn.","This picture shows Japanese women fighting in a combat sports arena. They are wearing Taekwondo uniforms and may be using Taekwondo, Karate, Judo and other popular fighting styles in Japan. There are some slogans related to sportsmanship on the wall behind them."
GDVCR,MC-VCR_sample/jpn_20.jpg,jpn_20.jpg,"The picture shows a couple and an old man taking care of a baby in a house. Judging from the decoration of the house, it should be located in Asia. Family values â€‹â€‹are very important in Asian culture. Usually, the elderly will help their children take care of newborn babies.","This picture shows a scene from a Japanese or Korean drama where a family is smiling happily around a baby. An infant in a family is always a happy thing that is truly worth celebrating, so that is the reason why people in the picture show smiling faces and express their happiness. ","This picture shows a family from East Asia. There is a man holding a baby with a smile on his face, who is probably the child's father. A woman reading a book or taking notes with a smile on her face is probably the child's mother. There is also an elderly woman with white hair smiling at the child, who is probably the child's grandmother. This picture shows a happy family welcoming the arrival of a new life."
GDVCR,MC-VCR_sample/48.jpg,48.jpg,"The pictures show some scenes of soldiers interacting with local people. The soldiers in the pictures are wearing the uniforms of the 19th century Chinese Eighth Route Army, and the villagers are also wearing 19th century clothes. It should be the filming of a movie or TV series. In Chinese culture, there is a tradition of the military and the people being like one family and the close relationship between the military and the people.","This picture shows the scene of the Eighth Route Army and villagers joining together in a Chinese anti-Japanese TV series. In the period of the Chinese anti-Japanese, the local army of China was always wearing gray-colored clothing, which was the cheapest and most affordable for the Chinese Eighth Route Army. Actually, this type of clothing was hard to keep warming in winter, but the soldier at that time did not have too much choice. ","This picture shows the Chinese people welcoming the arrival of the Eighth Route Army during the war years of the 20th century. The soldiers in the picture are wearing the typical uniforms of the Chinese Eighth Route Army, the little boy walking in the front is waving a green flag, and the women welcoming the army are wearing the typical clothing of Chinese rural women at that time. The background of the picture is the dirt road and fields of the Chinese countryside."
GDVCR,MC-VCR_sample/jpn_5.jpg,jpn_5.jpg,"The picture shows a celebration scene on the streets of Japan. The people in the picture are wearing traditional Japanese clothes, such as kimonos and bathrobes, and colorful ribbons are hung between the buildings on the street, conveying the festive atmosphere.","This picture shows the streets of a Korean folk village. Passers-by are wearing round pointed traditional ethnic hats and white cloth clothes. Korean traditional clothing originated from ancient China, people did a lot of culture communication in the past, and the customs of dining, clothing, and even some languages were influenced by each other. The paper-made umbrella is also a good sign of ancient Eastasia.","This picture shows a Japanese street activity or festival celebration. People in the picture are wearing conical hats and typical Japanese folk costumes, holding musical instruments and marching in a procession. Many passers-by wearing Japanese folk costumes come to watch. The house behind them is a small Japanese-style building with yellow silk ribbons hanging between the buildings."
GDVCR,MC-VCR_sample/jpn_16.jpg,jpn_16.jpg,"The picture shows a group of people having a party in a house. There are red wine glasses on the table, people are wearing suits, and one of them is speaking. Drinking at a party is something many people like to do.","This picture shows a group of young people drinking and celebrating together. In the current society, more and more young people would like to hold a party in the evening of Friday or weekend, having fun and releasing the pressure from work or academic events. Besides, this is also a great opportunity for people to know about each other and make new friends. ","This picture shows a group of young people with East Asian faces wearing formal attire having a party. The people in the picture are gathered around a dining table filled with wine glasses, many of them holding wine glasses or bottles. The young man in the center of the picture is wearing a white suit and has golden hair, which makes him stand out from the crowd."
GDVCR,MC-VCR_sample/kor_24.jpg,kor_24.jpg,"The picture shows two people playing arcade games together. There are Korean words on the arcade machine, and one of them seems to have lost the game and is holding his head in his hands. Arcade games are very popular in East Asia because of their unique fun and entertainment, and are a common form of entertainment for teenagers.","This picture shows two Korean youths playing video games in an arcade. The boy in a blue sportswear is scratching his hair, while the other boy in a beige jacket is concentrating on playing the game. Young people in a decade or two decades ago did not have too much entertainments, the video games is the biggest fun for them to enjoy, so many of them would like to spend some time on it, but it will influence your emotion greatly according to the winning or losing.","This picture shows a scene in a Korean game hall. In the picture, two young people are playing games on the game console. The one in blue clothes is holding his head with both hands and looks a little depressed. It is very likely that he lost the game. There are some Korean slogans in black and white on the side of the game console."
GDVCR,MC-VCR_sample/4.jpg,4.jpg,"The picture shows a family of three having dinner at home. The child in the picture is wearing a school uniform with a school bag next to him, and the parents are wearing pajamas. School uniforms are very important in modern Chinese education culture. Schools require students to dress in the same way to avoid comparison. The word ""Fu"" is pasted on the windows of the house to pray for good luck.","This picture shows a family of three. The child is wearing a Chinese school uniform and is about to sit on a chair. The father is bending over and talking to him, while the child's mother is staring at his father. Even though a lot of students will live in a student dorm in the high school, some student will choose to live in their home as they live nearer to school, so they are able to have meals with families together. Their parents will always say something to educate them.","This picture shows a Chinese family of three having breakfast. The child in the picture is wearing a blue and white sportswear, which should be a school uniform. This style of clothing is in line with the common design style of school uniforms for primary and secondary school students in China. His father seems to be talking to him and is about to sit down. His mother is looking at his father. There is a window paper-cut with the word ""Fu"" on the glass behind them, which is a typical Chinese decoration representing blessing and luck."
GDVCR,MC-VCR_sample/19.jpg,19.jpg,"The picture shows a group of people having a meal together. One of them is sitting at the center of the table, and another is pouring wine for him. Influenced by Confucian culture, East Asia has a very clear concept of seniority and inferiority. Usually, when having a meal together, the elder with the highest status will sit at the center of the table, and others will also toast and pour wine for him.","This picture shows a family dinner scene, in which the hostess of the family sits in the center, a person who looks like a guest stands up to toast, and the other young people look serious. Sitting at a table and having dinner together is always the traditional custom at the Spring festival for Chinese people. However, people with different oppinions due to generation-gap may have conflicts, so the dinner at Spring festival may always be a tricky event for people in a family.","This picture shows a Chinese family dinner. There are six people, men, women, young and old, and the table is filled with freshly prepared Chinese delicacies. In the picture, a middle-aged man in black is preparing to pour wine for an elderly woman sitting at one end of the table. In Chinese party culture, pouring wine for the elders is a gesture of respect and closeness. In a party, the person with the highest status usually sits at the short side of the table facing the door. The mahogany table, decorative vases, calligraphy works, etc. in the picture are common furniture and accessories in wealthy Chinese families. But the people in the picture look worried and do not look very happy."
GDVCR,MC-VCR_sample/15.jpg,15.jpg,"The picture shows a scene from the movie ""Let the Bullets Fly"". People are wearing traditional Chinese clothes and fighting in an uprising. In Chinese culture, there is a traditional idea that ""are the kings, princes, generals and ministers of different species?"" When there are irreconcilable contradictions between the ruling class and the people, people often rise up in rebellion to overthrow the rule.","This picture shows a scene from the movie ""Let the Bullets Fly"", in which one of the kidnappers is wearing a mask with the ""seven-tube"" pattern from mahjong, and other wealthy gentry raise their hands in surrender. This scene is to demonstrate the truth that rich people is just the puppet of people who is the power controller.","This picture shows a group of Chinese people being forced to surrender. Many people in the picture raised their hands to show their surrender. They were wearing Magua and Guapi, which were typical clothes for merchants or landlords in China in the first half of the 20th century. Someone on the left side of the picture was pointing a gun at them. This shows that they were probably being robbed by armed bandits or warlords. One person in the picture had his face covered."
GDVCR,MC-VCR_sample/jpn_10.jpg,jpn_10.jpg,The picture shows a group of friends gathering together in a restaurant. The restaurant is in traditional Japanese style. Japanese young people usually like to get together with friends after work to drink beer and eat something.,"This picture shows a group of Japanese young people gathered in a traditional Japanese restaurant to chat and laugh. In the front are two men and four women, forming the main body of the photo. There are also two other tables of guests and a waiter. Currently, a lot of young people in Asia would like to have a chatting and sitting together to have fun, in order to release their pressure from the stessful work, and the restuarant is always the great location for them to choose.","This picture shows a group of young people having a meal at a Japanese restaurant. They are wearing casual clothes, sitting around the table, and chatting. The restaurant is decorated mainly with wooden furniture, and the names of the dishes are hung on a wooden sign above the front desk, which is a typical decoration style of Japanese restaurants."
GDVCR,MC-VCR_sample/jpn_8.jpg,jpn_8.jpg,"The picture shows a group of people learning to play musical instruments. The interior style is Japanese, people are wearing traditional clothes and sitting in traditional Japanese indoor postures, holding traditional Japanese musical instruments in their hands, which look like gongs or drums.","This image shows a band dressed in traditional Japanese costumes, with two people playing drums and the rest holding percussion instruments waiting for the beat to come. The music band is quite necessary for people to enjoy the moment of rest, and so many people would like to invite a band for celebrations or holidays. Now a lot ot students who have passion on music would also group as a band in their campus and have performances.","This picture shows a Japanese folk band playing. Two of them are beating drums with drumsticks, and the others are holding a golden disc tied with a red string, which is probably also a musical instrument. The people are wearing blue or white Japanese folk costumes, and it is likely that they are holding a special ceremony."